NE Name,Shelf,Slot,Port,Port Name,ONTs
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,15,TRK XI1571 (ITAGU-157-01-CO2),36
ZAC-ANT.ATP_ITAGUI-N1-C600,1,15,16,TRK XI1581 (ITAGU-158-01-CO2),18
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,1,TRK XI2022 (ITAGU-202-02-CO2),40
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,2,TRK XI2032 (ITAGU-203-02-CO2),52
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,3,TRK XI2042 (ITAGU-204-02-CO2),44
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,4,TRK XI2052 (ITAGU-205-02-CO2),48
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,5,TRK XI2062 (ITAGU-206-02-CO2),46
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,7,TRK XI1834 (ITAGU-183-04-CO2),16
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,8,TRK XI1607 (ITAGU-160-07-CO2),10
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,12,TRK XI2072 (ITAGU-207-02-CO2),34
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,13,TRK XI2082 (ITAGU-208-02-CO2),9
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,14,TRK XI1617 (ITAGU-161-07-CO2),22
ZAC-ANT.ATP_ITAGUI-N1-C600,1,16,16,TRK XI1844 (ITAGU-184-04-CO2),47
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,1,TRK XI1854 (ITAGU-185-04-CO2),17
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,2,TRK XI1735 (ITAGU-173-05-CO2),11
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,3,TRK XI1793 (ITAGU-179-03-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,4,TRK XI1803 (ITAGU-180-03-CO2),6
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,5,TRK XI1813 (ITAGU-181-03-CO2),8
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,6,TRK XI1823 (ITAGU-182-03-CO2),4
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,7,TRK XI1833 (ITAGU-183-03-CO2),7
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,8,TRK XI1843 (ITAGU-184-03-CO2),4
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,9,TRK XI1853 (ITAGU-185-03-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,10,TRK XI1863 (ITAGU-186-03-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,11,TRK XI1873 (ITAGU-187-03-CO2),4
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,12,TRK XI1883 (ITAGU-188-03-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,13,TRK XI1893 (ITAGU-189-03-CO2),7
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,14,TRK XI1903 (ITAGU-190-03-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,15,TRK XI1913 (ITAGU-191-03-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,17,16,TRK XI1923 (ITAGU-192-03-CO2),7
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,1,TRK XI1902 (ITAGU-190-02-CO2),8
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,2,TRK XI1912 (ITAGU-191-02-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,3,TRK XI1922 (ITAGU-192-02-CO2),2
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,4,TRK XI2302 (ITAGU-230-02-CO2),1
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,5,TRK XI2312 (ITAGU-231-02-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,6,TRK XI2642 (ITAGU-264-02-CO2),0
ZAC-ANT.ATP_ITAGUI-N1-C600,1,18,7,TRK XI2322 (ITAGU-232-02-CO2),0
